"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"ANF","5436","1998-01-02","2019-08-09","41","2009-05-15","2019-05-29"
"ANFI","1717","2012-10-11","2019-08-09","11","2012-11-20","2015-07-16"
"ANGI","1941","2011-11-17","2019-08-07","29","2012-04-26","2019-05-08"
"ANGO","3823","2004-06-01","2019-08-07","41","2009-07-16","2019-07-10"
"ANH","5389","1998-03-12","2019-08-09","40","2009-07-29","2019-08-02"
"ANIK","5434","1998-01-02","2019-08-07","41","2009-07-22","2019-07-24"
"ANIP","4844","2000-05-05","2019-08-07","25","2013-08-09","2019-08-07"
"ANIX","4675","2001-01-02","2019-08-12","13","2014-09-15","2019-06-12"
"ANSS","5434","1998-01-02","2019-08-07","42","2009-05-07","2019-08-05"
"ANTE","2958","2007-11-07","2019-08-08","0","NULL","NULL"
"ANTH","2377","2010-03-01","2019-08-07","33","2010-05-06","2018-05-15"
"ANTM","4680","2001-01-02","2019-08-09","19","2015-01-28","2019-07-24"
"ANTX","747","2015-05-14","2018-06-05","0","NULL","NULL"
"ANW","2968","2006-12-08","2018-09-24","0","NULL","NULL"
"ANY","2800","2008-06-24","2019-08-07","18","2014-08-29","2018-11-07"
"AOBC","5026","1999-08-17","2019-08-07","21","2014-03-04","2019-06-19"
"AOD","3157","2007-01-26","2019-08-09","0","NULL","NULL"
"AOI","4703","2000-01-03","2018-09-11","0","NULL","NULL"
"AON","5436","1998-01-02","2019-08-09","39","2010-02-05","2019-07-26"
"AOS","5436","1998-01-02","2019-08-09","41","2009-07-17","2019-07-30"
"AOSL","2335","2010-04-29","2019-08-07","36","2010-08-10","2019-05-02"
"AP","5436","1998-01-02","2019-08-09","39","2009-07-28","2019-03-14"
"APA","5436","1998-01-02","2019-08-09","42","2009-07-30","2019-08-01"
"APAM","1619","2013-03-07","2019-08-09","26","2013-05-01","2019-07-30"
"APB","5298","1998-01-02","2019-01-23","0","NULL","NULL"
"APC","5435","1998-01-02","2019-08-08","42","2009-05-06","2019-07-26"
"APD","5436","1998-01-02","2019-08-09","41","2009-07-22","2019-07-25"
"APDN","4045","2003-07-15","2019-08-07","31","2011-05-16","2019-08-13"
"APDNW","1185","2014-11-17","2019-08-07","0","NULL","NULL"
"APEI","2955","2007-11-09","2019-08-07","42","2009-05-07","2019-08-06"
"APEN","3437","2005-12-09","2019-08-07","17","2014-08-08","2019-07-23"
"APF","5350","1998-01-02","2019-06-14","0","NULL","NULL"
"APH","5436","1998-01-02","2019-08-09","41","2009-07-16","2019-07-24"
"APHA","1109","2015-03-18","2019-08-12","2","2019-04-15","2019-08-01"
"APHB","2115","2011-03-09","2019-08-02","19","2014-05-20","2018-11-08"
"APLE","1066","2015-05-18","2019-08-09","17","2015-08-06","2019-08-05"
"APLP","629","2015-11-04","2018-06-06","0","NULL","NULL"
"APLS","4123","2003-03-24","2019-08-07","6","2018-04-30","2019-07-31"
"APLT","61","2019-05-14","2019-08-08","2","2019-06-21","2019-08-12"
"APM","163","2018-12-18","2019-08-12","0","NULL","NULL"
"APO","2105","2011-03-30","2019-08-09","34","2011-05-12","2019-07-31"
"APOG","5434","1998-01-02","2019-08-07","41","2009-06-23","2019-06-27"
"APOP","761","2016-07-29","2019-08-07","10","2016-09-01","2018-11-13"
"APOPW","443","2016-07-29","2019-08-06","0","NULL","NULL"
"APPF","1036","2015-06-26","2019-08-07","17","2015-08-06","2019-07-29"
"APPN","554","2017-05-25","2019-08-07","10","2017-08-03","2019-08-08"
"APPS","3298","2006-06-30","2019-08-07","19","2015-02-13","2019-08-05"
"APRI","5010","1999-04-19","2019-03-15","0","NULL","NULL"
"APRN","532","2017-06-29","2019-08-09","9","2017-08-10","2019-08-06"
"APT","5155","1999-02-16","2019-08-09","39","2009-05-05","2018-11-05"
"APTI","578","2016-09-23","2019-01-10","0","NULL","NULL"
"APTO","1205","2014-10-23","2019-08-07","20","2014-11-05","2019-08-06"
"APTS","2103","2011-04-01","2019-08-09","33","2011-08-15","2019-07-29"
"APTV","1943","2011-11-17","2019-08-09","23","2014-02-04","2019-07-31"
"APTX","287","2018-06-21","2019-08-12","5","2019-02-12","2019-08-12"
"APU","5436","1998-01-02","2019-08-09","41","2009-07-29","2019-08-05"
"APVO","768","2016-07-20","2019-08-07","12","2016-08-25","2019-08-09"
"APWC","4045","2003-07-15","2019-08-07","26","2011-06-14","2018-12-21"
"APY","326","2018-04-27","2019-08-13","3","2019-02-18","2019-07-24"
"APYX","154","2019-01-02","2019-08-12","19","2014-03-31","2019-08-07"
"AQ","443","2017-11-03","2019-08-09","9","2017-11-27","2019-08-08"
"AQB","649","2017-01-09","2019-08-07","9","2017-08-04","2019-08-06"
"AQMS","1012","2015-07-31","2019-08-07","16","2015-09-14","2019-07-31"
"AQN","2453","2009-11-10","2019-08-09","11","2017-03-02","2019-08-08"
"AQNA","201","2018-10-23","2019-08-12","0","NULL","NULL"
"AQNB","52","2019-05-28","2019-08-08","0","NULL","NULL"
"AQST","264","2018-07-25","2019-08-12","3","2019-03-14","2019-08-06"
"AQUA","444","2017-11-02","2019-08-09","3","2019-02-05","2019-08-06"
"AQXP","1365","2014-03-07","2019-08-07","21","2014-08-11","2019-08-01"
"AR","1468","2013-10-10","2019-08-09","24","2013-11-06","2019-07-31"
"ARA","832","2016-04-21","2019-08-09","11","2016-05-12","2018-11-08"
"ARAV","1358","2014-03-21","2019-08-12","17","2014-05-05","2019-08-07"
"ARAY","3146","2007-02-08","2019-08-07","42","2009-05-05","2019-08-15"
"ARC","3653","2005-02-04","2019-08-09","34","2011-02-22","2019-08-06"
"ARCB","5435","1998-01-02","2019-08-08","22","2014-05-01","2019-07-30"
"ARCC","3737","2004-10-05","2019-08-08","42","2009-05-07","2019-07-30"
"ARCE","220","2018-09-26","2019-08-12","2","2019-03-19","2019-05-21"
"ARCH","716","2016-10-05","2019-08-09","11","2017-02-08","2019-07-24"
"ARCI","5435","1998-01-02","2019-08-08","38","2009-05-11","2018-11-13"
"ARCO","2094","2011-04-14","2019-08-09","33","2011-05-05","2019-08-07"
"ARCT","1565","2013-05-22","2019-08-08","21","2014-02-13","2019-08-15"
"ARCW","5072","1999-06-14","2019-08-08","32","2009-08-13","2018-11-14"
"ARD","606","2017-03-15","2019-08-09","10","2017-04-27","2019-07-25"
"ARDC","1686","2012-11-28","2019-08-09","0","NULL","NULL"
"ARDM","5425","1998-01-02","2019-07-25","38","2009-08-06","2018-11-15"
"ARDS","250","2018-08-14","2019-08-12","5","2019-02-12","2019-08-12"
"ARDX","1294","2014-06-19","2019-08-08","21","2014-08-07","2019-08-09"
"ARE","5436","1998-01-02","2019-08-09","42","2009-05-07","2019-07-29"
"AREC","397","2017-12-29","2019-08-06","0","NULL","NULL"
"ARES","1328","2014-05-02","2019-08-09","22","2014-06-10","2019-07-31"
"AREX","2957","2007-11-08","2019-08-08","42","2009-05-05","2019-08-08"
"ARGD","4196","2002-12-10","2019-08-12","0","NULL","NULL"
"ARGO","3025","2007-08-07","2019-08-12","19","2014-02-11","2019-08-05"
"ARGS","1375","2014-02-07","2019-07-25","0","NULL","NULL"
"ARGX","560","2017-05-18","2019-08-08","3","2019-02-28","2019-08-01"
"ARI","2486","2009-09-24","2019-08-09","39","2010-02-23","2019-07-24"
"ARII","3246","2006-01-23","2019-08-07","0","NULL","NULL"
"ARKR","5435","1998-01-02","2019-08-08","39","2009-05-11","2018-12-19"
"ARL","5436","1998-01-02","2019-08-09","36","2009-05-15","2018-11-13"
"ARLO","257","2018-08-03","2019-08-12","3","2019-02-05","2019-08-06"
"ARLP","5027","1999-08-17","2019-08-08","41","2009-07-28","2019-07-26"
"ARLZ","634","2016-02-08","2018-08-13","0","NULL","NULL"
"ARMK","1424","2013-12-12","2019-08-09","23","2014-02-05","2019-08-06"
"ARMP","2119","2011-03-09","2019-08-08","0","NULL","NULL"
"ARNA","4787","2000-07-28","2019-08-08","42","2009-05-11","2019-08-07"
"ARNC","5436","1998-01-02","2019-08-09","23","2014-01-09","2019-08-02"
"AROC","947","2015-11-04","2019-08-09","22","2014-02-25","2019-07-29"
"AROW","5435","1998-01-02","2019-08-08","41","2009-07-17","2019-07-22"
"ARPO","473","2017-08-08","2019-08-12","3","2019-02-27","2019-08-08"
"ARQL","5435","1998-01-02","2019-08-08","42","2009-05-07","2019-08-07"
"ARR","2942","2007-12-03","2019-08-09","34","2011-03-10","2019-07-24"
"ARRS","5349","1998-01-02","2019-06-28","40","2009-07-30","2019-02-21"
"ARRY","4693","2000-11-30","2019-07-30","41","2009-05-04","2019-05-07"
"ARTNA","5435","1998-01-02","2019-08-08","39","2009-05-05","2018-11-07"
"ARTW","5435","1998-01-02","2019-08-08","37","2009-07-07","2019-02-04"
"ARTX","5435","1998-01-02","2019-08-08","42","2009-05-13","2019-08-07"
"ARVN","219","2018-09-27","2019-08-12","3","2019-03-26","2019-08-05"
"ARW","5436","1998-01-02","2019-08-09","41","2009-07-29","2019-08-01"
"ARWR","5435","1998-01-02","2019-08-08","41","2009-05-15","2019-08-05"
"ARYA","162","2018-12-12","2019-08-13","0","NULL","NULL"
"ARYAU","209","2018-10-05","2019-08-12","0","NULL","NULL"
"ARYAW","47","2018-12-12","2019-08-12","0","NULL","NULL"
"ASA","5436","1998-01-02","2019-08-09","12","2014-01-28","2017-03-31"
"ASB","5436","1998-01-02","2019-08-09","26","2009-04-16","2019-07-25"
"ASC","1517","2013-08-01","2019-08-09","25","2013-08-26","2019-07-31"
"ASCMA","2741","2008-09-18","2019-08-08","34","2009-08-18","2019-05-14"
"ASET","932","2015-11-24","2019-08-08","0","NULL","NULL"
"ASFI","5435","1998-01-02","2019-08-08","31","2009-08-04","2017-08-09"
"ASG","5436","1998-01-02","2019-08-09","0","NULL","NULL"
"ASGN","5436","1998-01-02","2019-08-09","41","2009-08-05","2019-07-24"
"ASH","5436","1998-01-02","2019-08-09","41","2009-07-24","2019-07-30"
"ASIX","718","2016-10-03","2019-08-09","12","2016-11-10","2019-08-01"
"ASLN","320","2018-05-04","2019-08-12","0","NULL","NULL"
"ASM","3452","2005-11-21","2019-08-09","33","2011-11-30","2019-08-07"
"ASMB","2174","2010-12-17","2019-08-08","21","2014-08-14","2019-08-05"
"ASML","5435","1998-01-02","2019-08-08","42","2009-07-15","2019-07-18"
"ASNA","5435","1998-01-02","2019-08-08","34","2011-03-02","2019-06-10"
"ASND","1141","2015-01-28","2019-08-08","17","2015-05-18","2019-05-30"
"ASNS","331","2017-11-16","2019-06-28","4","2018-05-10","2019-03-11"
"ASPN","1299","2014-06-13","2019-08-09","21","2014-08-07","2019-08-01"
"ASPS","2519","2009-08-06","2019-08-08","39","2009-11-11","2019-07-25"
"ASPU","1687","2012-11-26","2019-08-08","20","2014-09-15","2019-07-09"
"ASR","4745","2000-09-28","2019-08-09","40","2009-07-27","2019-04-29"
"ASRT","3937","2003-12-17","2019-08-12","19","2014-03-12","2019-05-08"
"ASRV","5435","1998-01-02","2019-08-08","39","2009-07-14","2019-01-22"
"ASRVP","5329","1998-06-03","2019-08-08","0","NULL","NULL"
"AST","1241","2014-07-21","2019-08-08","17","2014-11-10","2018-11-09"
"ASTC","5435","1998-01-02","2019-08-08","37","2009-05-13","2018-11-13"
"ASTE","5435","1998-01-02","2019-08-08","43","2009-07-20","2019-07-23"
"ASUR","5435","1998-01-02","2019-08-08","40","2009-06-18","2019-08-08"
"ASV","564","2017-05-12","2019-08-08","9","2017-06-22","2019-07-31"
"ASX","4742","2000-10-02","2019-08-09","41","2009-07-31","2019-04-30"
"ASYS","5435","1998-01-02","2019-08-08","42","2009-05-11","2019-08-08"
"AT","2437","2009-12-03","2019-08-09","36","2010-11-10","2019-08-01"
"ATAC","235","2017-09-07","2018-08-13","0","NULL","NULL"
"ATACR","160","2017-09-07","2018-08-22","0","NULL","NULL"
"ATACU","77","2017-09-20","2018-08-22","0","NULL","NULL"
"ATAI","2903","2008-01-29","2019-08-08","39","2009-05-13","2018-11-08"
"ATAX","5435","1998-01-02","2019-08-08","33","2011-05-10","2019-05-03"
"ATEC","3319","2006-06-02","2019-08-08","42","2009-05-04","2019-07-24"
"ATEN","1357","2014-03-21","2019-08-09","20","2014-05-01","2019-07-30"
"ATEST","640","2016-09-26","2019-07-26","0","NULL","NULL"
"ATGE","5436","1998-01-02","2019-08-09","23","2014-02-04","2019-08-22"
"ATH","670","2016-12-09","2019-08-09","10","2017-03-15","2019-05-07"
"ATHE","4681","2001-01-02","2019-08-12","0","NULL","NULL"
"ATHM","1425","2013-12-11","2019-08-09","23","2014-02-24","2019-08-07"
"ATHN","2868","2007-09-20","2019-02-11","39","2009-08-05","2019-02-14"
"ATHX","3062","2007-06-12","2019-08-08","42","2009-05-07","2019-08-07"
"ATI","4956","1999-11-29","2019-08-09","41","2009-07-22","2019-07-23"
"ATIF","68","2019-05-03","2019-08-08","0","NULL","NULL"
"ATIS","325","2018-04-27","2019-08-12","8","2015-08-14","2017-11-14"
"ATISW","459","2017-01-25","2019-08-12","0","NULL","NULL"
"ATKR","797","2016-06-10","2019-08-09","13","2016-08-02","2019-08-07"
"ATLC","5107","1999-04-23","2019-08-08","23","2013-05-10","2018-11-14"
"ATLO","4901","2000-02-15","2019-08-08","31","2010-01-25","2018-10-19"
"ATNI","5435","1998-01-02","2019-08-08","41","2009-07-30","2019-07-24"
"ATNM","1943","2011-06-02","2019-08-09","18","2015-05-08","2019-08-09"
"ATNX","542","2017-06-14","2019-08-08","9","2017-08-14","2019-08-07"
"ATO","5436","1998-01-02","2019-08-09","41","2009-08-04","2019-08-07"
"ATOM","757","2016-08-05","2019-08-08","14","2016-09-19","2019-08-07"
"ATOS","1698","2012-11-08","2019-08-08","23","2013-08-14","2019-08-13"
"ATR","5436","1998-01-02","2019-08-09","41","2009-07-16","2019-07-31"
"ATRA","1211","2014-10-16","2019-08-08","20","2014-11-12","2019-08-08"
"ATRC","3522","2005-08-05","2019-08-02","42","2009-05-05","2019-07-30"
"ATRI","5435","1998-01-02","2019-08-08","39","2009-05-07","2018-11-09"
"ATRO","5435","1998-01-02","2019-08-08","43","2009-05-04","2019-08-05"
"ATRS","5435","1998-01-02","2019-08-08","29","2012-08-08","2019-08-06"
"ATSG","4040","2003-07-23","2019-08-08","43","2009-05-11","2019-08-05"
"ATTO","1222","2014-10-02","2019-08-09","21","2014-11-19","2019-07-30"
"ATTU","5370","1998-01-02","2019-06-28","26","2012-10-31","2019-01-31"
"ATU","4792","2000-07-24","2019-08-09","41","2009-06-17","2019-06-26"
"ATUS","537","2017-06-22","2019-08-09","9","2017-07-27","2019-07-31"
"ATV","3090","2007-05-03","2019-08-09","25","2009-05-13","2017-09-08"
"ATVI","5435","1998-01-02","2019-08-08","42","2009-05-07","2019-08-08"
"ATXI","533","2017-06-27","2019-08-08","9","2017-08-11","2019-08-14"
"AU","5288","1998-08-05","2019-08-09","24","2009-05-15","2016-02-22"
"AUB","5435","1998-01-02","2019-08-08","1","2019-07-18","2019-07-18"
"AUBN","5435","1998-01-02","2019-08-08","39","2009-07-31","2019-01-29"
"AUDC","5082","1999-05-28","2019-08-08","42","2009-05-05","2019-07-23"
"AUG","2118","2011-03-11","2019-08-09","9","2017-08-10","2019-08-13"
"AUMN","2583","2009-05-07","2019-08-09","33","2010-08-05","2018-11-06"
"AUO","4334","2002-05-23","2019-08-09","40","2009-07-23","2019-07-25"
"AUPH","1236","2014-09-03","2019-08-08","20","2014-11-12","2019-08-06"
"AUTL","286","2018-06-22","2019-08-12","2","2019-05-14","2019-08-08"
"AUTO","4679","2001-01-02","2019-08-08","40","2009-04-23","2019-08-07"
"AUY","3922","2004-01-12","2019-08-09","42","2009-05-05","2019-07-25"
"AVA","5436","1998-01-02","2019-08-09","40","2009-08-05","2019-08-07"
"AVAL","1229","2014-09-23","2019-08-09","18","2014-11-24","2019-05-23"
"AVAV","3159","2007-01-23","2019-08-08","41","2009-06-23","2019-06-25"
"AVB","5436","1998-01-02","2019-08-09","41","2009-07-29","2019-07-31"
"AVCO","635","2016-12-06","2019-08-12","3","2017-05-12","2017-11-14"
"AVD","5436","1998-01-02","2019-08-09","42","2009-05-07","2019-08-06"
"AVDL","5435","1998-01-02","2019-08-08","24","2014-03-11","2019-08-09"
"AVDR","120","2019-02-14","2019-08-06","5","2019-03-21","2019-08-08"
"AVEO","2369","2010-03-12","2019-08-08","38","2010-04-29","2019-08-08"
"AVGO","2519","2009-08-06","2019-08-08","39","2009-12-03","2019-06-13"
"AVGR","1139","2015-01-30","2019-08-08","19","2015-03-12","2019-07-31"
"AVH","1449","2013-11-06","2019-08-09","19","2014-05-16","2019-02-21"
"AVHI","3868","2003-05-23","2018-10-02","0","NULL","NULL"
"AVID","5435","1998-01-02","2019-08-08","36","2009-07-23","2019-08-05"
"AVIR","528","2016-01-04","2018-02-13","0","NULL","NULL"
"AVK","4099","2003-04-30","2019-08-09","0","NULL","NULL"
"AVLR","291","2018-06-15","2019-08-12","3","2019-02-12","2019-08-07"
"AVNS","1210","2014-10-21","2019-08-12","15","2015-03-04","2019-08-06"
"AVNW","5435","1998-01-02","2019-08-08","36","2010-02-03","2018-11-12"
"AVP","5436","1998-01-02","2019-08-09","42","2009-05-05","2019-08-01"
"AVRO","287","2018-06-21","2019-08-12","5","2019-02-12","2019-08-08"
"AVT","5436","1998-01-02","2019-08-09","41","2009-08-05","2019-08-08"
"AVTR","58","2019-05-17","2019-08-08","1","2019-08-06","2019-08-06"
"AVX","5436","1998-01-02","2019-08-09","41","2009-07-28","2019-07-26"
"AVXL","3277","2006-08-02","2019-08-08","22","2014-05-15","2019-08-07"
"AVXS","570","2016-02-11","2018-06-07","0","NULL","NULL"
"AVY","5436","1998-01-02","2019-08-09","41","2009-07-30","2019-07-23"
"AVYA","412","2017-12-19","2019-08-09","6","2018-05-10","2019-08-13"
"AWF","5436","1998-01-02","2019-08-09","0","NULL","NULL"
"AWI","3224","2006-10-18","2019-08-09","41","2009-07-30","2019-07-29"
"AWK","2845","2008-04-23","2019-08-09","42","2009-05-05","2019-07-31"
"AWP","3095","2007-04-26","2019-08-09","0","NULL","NULL"
"AWR","5436","1998-01-02","2019-08-09","42","2009-05-11","2019-08-05"
"AWRE","5435","1998-01-02","2019-08-08","39","2009-05-05","2018-10-23"
"AWSM","3812","2004-06-17","2019-08-13","16","2014-03-06","2017-11-09"
"AWX","5318","1998-06-23","2019-08-09","39","2009-05-14","2018-11-08"
"AX","218","2018-10-01","2019-08-13","19","2014-02-05","2019-07-30"
"AXAS","5435","1998-01-02","2019-08-08","41","2009-05-11","2019-05-06"
"AXDX","5435","1998-01-02","2019-08-08","25","2012-12-14","2019-08-08"
"AXE","5436","1998-01-02","2019-08-09","41","2009-07-28","2019-07-25"
"AXGN","5435","1998-01-02","2019-08-08","31","2011-11-09","2019-08-06"
"AXGT","1046","2015-06-11","2019-08-06","2","2019-06-11","2019-08-09"
"AXL","5166","1999-01-29","2019-08-09","41","2009-08-05","2019-08-02"
"AXLA","64","2019-05-09","2019-08-08","2","2019-06-20","2019-08-12"
"AXNX","196","2018-10-31","2019-08-13","4","2019-03-05","2019-08-05"
"AXO","217","2018-10-01","2019-08-13","0","NULL","NULL"
"AXON","755","2015-06-11","2018-06-08","15","2015-08-11","2019-02-07"
"AXP","5436","1998-01-02","2019-08-09","41","2009-07-23","2019-07-19"
"AXR","5436","1998-01-02","2019-08-09","38","2009-07-14","2018-12-11"
"AXS","4056","2003-07-01","2019-08-09","41","2009-08-03","2019-07-30"
"AXSM","935","2015-11-19","2019-08-08","15","2016-03-24","2019-08-08"
"AXTA","1193","2014-11-12","2019-08-09","20","2014-12-03","2019-07-25"
"AXTI","5339","1998-05-21","2019-08-08","41","2009-07-30","2019-07-24"
"AXU","3252","2006-09-08","2019-08-09","33","2011-09-15","2019-08-13"
"AY","1298","2014-06-13","2019-08-08","21","2014-08-12","2019-08-07"
"AYI","4452","2001-12-03","2019-08-09","41","2009-07-02","2019-07-02"
"AYR","3274","2006-08-08","2019-08-09","42","2009-05-07","2019-08-06"
"AYTU","625","2017-02-01","2019-08-08","12","2016-05-11","2019-05-14"
"AYX","599","2017-03-24","2019-08-09","11","2017-05-10","2019-07-31"
"AZN","5436","1998-01-02","2019-08-09","40","2009-07-30","2019-07-25"
"AZO","5436","1998-01-02","2019-08-09","41","2009-05-27","2019-05-21"
"AZPN","5435","1998-01-02","2019-08-08","39","2010-02-09","2019-08-07"
"AZRE","711","2016-10-12","2019-08-09","12","2016-11-22","2019-08-12"
"AZRX","711","2016-10-11","2019-08-08","5","2016-11-25","2018-05-14"
"AZUL","587","2017-04-11","2019-08-09","7","2017-08-14","2019-08-08"
"AZZ","5436","1998-01-02","2019-08-09","40","2009-06-26","2019-07-08"
"B","5436","1998-01-02","2019-08-09","42","2009-05-04","2019-07-26"
"BA","5436","1998-01-02","2019-08-09","41","2009-07-22","2019-07-24"
"BABA","1231","2014-09-19","2019-08-09","20","2014-11-04","2019-08-15"
"BABY","4530","2001-07-31","2019-08-02","41","2009-07-30","2019-07-25"
"BAC","5436","1998-01-02","2019-08-09","41","2009-07-17","2019-07-17"
"BAF","4224","2002-10-29","2019-08-09","0","NULL","NULL"
"BAH","2195","2010-11-18","2019-08-09","35","2011-02-09","2019-07-29"
"BAK","5168","1999-01-13","2019-07-29","31","2009-08-12","2018-11-12"
"BAM","5436","1998-01-02","2019-08-09","41","2009-05-05","2019-08-08"
"BANC","4244","2002-10-01","2019-08-09","32","2011-11-10","2019-07-25"
"BAND","437","2017-11-10","2019-08-08","9","2017-12-13","2019-07-31"
"BANF","5435","1998-01-02","2019-08-08","41","2009-07-21","2019-07-18"
"BANFP","3871","2004-03-16","2019-08-08","0","NULL","NULL"
"BANR","5435","1998-01-02","2019-08-08","41","2009-07-29","2019-07-24"
"BANX","1447","2013-11-07","2019-08-08","22","2014-05-13","2019-08-08"
"BAP","5436","1998-01-02","2019-08-09","38","2009-05-07","2019-08-08"
"BAS","3439","2005-12-09","2019-08-09","42","2009-05-06","2019-07-31"
"BASI","5435","1998-01-02","2019-08-08","38","2009-05-15","2018-12-20"
"BATRA","834","2016-04-18","2019-08-08","11","2016-08-05","2019-02-28"
"BATRK","834","2016-04-18","2019-08-08","14","2016-08-05","2019-08-08"
"BAX","5436","1998-01-02","2019-08-09","41","2009-07-16","2019-07-25"
"BB","5162","1999-02-04","2019-08-09","21","2014-03-28","2019-06-26"
"BBBY","5435","1998-01-02","2019-08-08","41","2009-06-24","2019-07-10"
"BBC","1168","2014-12-17","2019-08-08","0","NULL","NULL"
"BBCP","497","2017-08-21","2019-08-13","2","2019-01-29","2019-06-10"
